Problem, Fortran result, Python result, Error, Fortran cstrv, Python cstrv, Error, Fortran nfev, Python nfev, Fresult.status
MISRA1BLS  , 7.424831134022499      , 7.424831134022499      , 0.00    , 0.0                    , 0.0                    , 0.00    , 35   , 35   , 0
MISRA1C    , 0.0                    , 0.0                    , 0.00    , 0.07504991856126253    , 0.07504991856126253    , 0.00    , 97   , 97   , 0
MISRA1CLS  , 4.692559563212987      , 4.692559563212987      , 0.00    , 0.0                    , 0.0                    , 0.00    , 38   , 38   , 0
MISRA1D    , 0.0                    , 0.0                    , 0.00    , 0.0857960329662717     , 0.0857960329662717     , 0.00    , 96   , 96   , 0
MISTAKE    , -1.0000000026471214    , -1.0000000026471214    , -0.00   , 1.1817140488368238e-08 , 1.1817140488368238e-08 , 0.00    , 172  , 172  , 0
MOREBVNE   , 0.0                    , 0.0                    , 0.00    , 1.2981837047421567e-12 , 1.2981837047421567e-12 , 0.00    , 52   , 52   , 0
MWRIGHT    , 24.97880953861595      , 24.97880953861595      , 0.00    , 8.56517079483865e-11   , 8.56517079483865e-11   , 0.00    , 152  , 152  , 0
NELSON     , 0.0                    , 0.0                    , 0.00    , 0.5181181494376179     , 0.5181181494376179     , 0.00    , 1500 , 1500 , 3
NELSONLS   , 55.78451654625992      , 55.78451654625992      , 0.00    , 0.0                    , 0.0                    , 0.00    , 485  , 485  , 0
NYSTROM5   , 0.0                    , 0.0                    , 0.00    , 0.009115798666323283   , 0.009115798666323283   , 0.00    , 7500 , 7500 , 3
ODFITS     , -2326.5550699033583    , -2326.5550699033583    , -0.00   , 0.0                    , 0.0                    , 0.00    , 69   , 69   , 0
OET1       , 0.5382431193122431     , 0.5382431193122431     , 0.00    , 4.440892098500626e-16  , 4.440892098500626e-16  , 0.00    , 17   , 17   , 0
OET2       , 0.08715963585435173    , 0.08715963585435173    , 0.00    , 1.7763568394002505e-15 , 1.7763568394002505e-15 , 0.00    , 24   , 24   , 0
OET3       , 0.004505052872585095   , 0.004505052872585095   , 0.00    , 1.1102230246251565e-16 , 1.1102230246251565e-16 , 0.00    , 29   , 29   , 0
OET4       , 0.004295429673128485   , 0.004295429673128485   , 0.00    , 2.983613356377646e-11  , 2.983613356377646e-11  , 0.00    , 35   , 35   , 0
OET5       , 0.002650086531749752   , 0.002650086531749752   , 0.00    , 2.5552893134772603e-12 , 2.5552893134772603e-12 , 0.00    , 1338 , 1338 , 0
OET6       , 0.002069732885596081   , 0.002069732885596081   , 0.00    , 1.017661510616108e-08  , 1.017661510616108e-08  , 0.00    , 353  , 353  , 0
OET7       , 0.00028748986861539823 , 0.00028748986861539823 , 0.00    , 1.0456152610416325e-10 , 1.0456152610416325e-10 , 0.00    , 3500 , 3500 , 3
OSBORNE1   , 0.0                    , 0.0                    , 0.00    , 0.0027817898858990553  , 0.0027817898858990553  , 0.00    , 61   , 61   , 0
OSBORNE2   , 0.0                    , 0.0                    , 0.00    , 0.04802741461997104    , 0.04802741461997104    , 0.00    , 5500 , 5500 , 3
OSBORNEA   , 0.005033019604934856   , 0.005033019604934856   , 0.00    , 0.0                    , 0.0                    , 0.00    , 2500 , 2500 , 3
OSBORNEB   , 0.24818291862716213    , 0.24818291862716213    , 0.00    , 0.0                    , 0.0                    , 0.00    , 5500 , 5500 , 3
OSCIPANE   , 0.0                    , 0.0                    , 0.00    , 0.9996566894137592     , 0.9996566894137592     , 0.00    , 604  , 604  , 0
OSLBQP     , 6.250000000000002      , 6.250000000000002      , 0.00    , 1.1648144326692191e-21 , 1.1648144326692191e-21 , 0.00    , 113  , 113  , 0
PALMER1    , 18443.017565442216     , 18443.017565442216     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER1A   , 15600.394338629283     , 15600.394338629283     , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER1B   , 20831.199562653826     , 20831.199562653826     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER1C   , 40203.26503158763      , 40203.26503158763      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER1D   , 39007.768412673526     , 39007.768412673526     , 0.00    , 0.0                    , 0.0                    , 0.00    , 3500 , 3500 , 3
PALMER1E   , 32006.1764699275       , 32006.1764699275       , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER2    , 3736.4326483396276     , 3736.4326483396276     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER2A   , 216.55650767675104     , 216.55650767675104     , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER2B   , 1097.5855717736188     , 1097.5855717736188     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER2C   , 1414.0819761003331     , 1414.0819761003331     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER2E   , 624.4537853833527      , 624.4537853833527      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER3    , 2416.980526876446      , 2416.980526876446      , 0.00    , 1.4216134175728932e-08 , 1.4216134175728932e-08 , 0.00    , 286  , 286  , 0
PALMER3A   , 60.66394582450659      , 60.66394582450659      , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER3B   , 324.6120596974852      , 324.6120596974852      , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER3C   , 288.33548019188027     , 288.33548019188027     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER3E   , 133.58010762749961     , 133.58010762749961     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER4    , 2424.0165667957262     , 2424.0165667957262     , 0.00    , 0.0                    , 0.0                    , 0.00    , 83   , 83   , 0
PALMER4A   , 69.94907244177588      , 69.94907244177588      , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER4B   , 320.8542339362576      , 320.8542339362576      , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER4C   , 275.345708419572       , 275.345708419572       , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER4E   , 126.56418046055174     , 126.56418046055174     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER5A   , 7354.655360384113      , 7354.655360384113      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER5B   , 4984.588036742078      , 4984.588036742078      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4500 , 4500 , 3
PALMER5C   , 2.1280866434670838     , 2.1280866434670838     , 0.00    , 0.0                    , 0.0                    , 0.00    , 390  , 390  , 0
PALMER5D   , 494.82619226725996     , 494.82619226725996     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
PALMER5E   , 0.44915062905389014    , 0.44915062905389014    , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER6A   , 38.86788777259002      , 38.86788777259002      , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER6C   , 194.82556096879847     , 194.82556096879847     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER6E   , 27.450616340567958     , 27.450616340567958     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER7A   , 43.6870422445713       , 43.6870422445713       , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER7C   , 308.68548819097856     , 308.68548819097856     , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER7E   , 72.9445616450166       , 72.9445616450166       , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER8A   , 5.952976187477223      , 5.952976187477223      , 0.00    , 0.0                    , 0.0                    , 0.00    , 3000 , 3000 , 3
PALMER8C   , 169.5560709630756      , 169.5560709630756      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PALMER8E   , 32.75437813724635      , 32.75437813724635      , 0.00    , 0.0                    , 0.0                    , 0.00    , 4000 , 4000 , 3
PENLT1NE   , 0.0                    , 0.0                    , 0.00    , 8.418836638851758e-06  , 8.418836638851758e-06  , 0.00    , 94   , 94   , 0
PENLT2NE   , 0.0                    , 0.0                    , 0.00    , 7.2823335373348894e-06 , 7.2823335373348894e-06 , 0.00    , 70   , 70   , 0
PENTAGON   , 0.00014621320344806123 , 0.00014621320344806123 , 0.00    , 0.0                    , 0.0                    , 0.00    , 111  , 111  , 0
PFIT1      , 0.0                    , 0.0                    , 0.00    , 0.010135688459226522   , 0.010135688459226522   , 0.00    , 1500 , 1500 , 3
PFIT1LS    , 0.49063882182978624    , 0.49063882182978624    , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
PFIT2      , 0.0                    , 0.0                    , 0.00    , 0.07109333000049922    , 0.07109333000049922    , 0.00    , 1500 , 1500 , 3
PFIT2LS    , 1.9681099460619362     , 1.9681099460619362     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
PFIT3      , 0.0                    , 0.0                    , 0.00    , 0.18183624871680237    , 0.18183624871680237    , 0.00    , 1500 , 1500 , 3
PFIT3LS    , 6.075516480019205      , 6.075516480019205      , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
PFIT4      , 0.0                    , 0.0                    , 0.00    , 0.3209527455478849     , 0.3209527455478849     , 0.00    , 1500 , 1500 , 3
PFIT4LS    , 9.074886404378923      , 9.074886404378923      , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
POLAK1     , 2.718281822381711      , 2.718281822381711      , 0.00    , 9.514375065577951e-09  , 9.514375065577951e-09  , 0.00    , 111  , 111  , 0
POLAK2     , 1.1                    , 1.1                    , 0.00    , 90.74478199714775      , 90.74478199714775      , 0.00    , 5500 , 5500 , 3
POLAK3     , -13.957712874480016    , -13.957712874480016    , -0.00   , 35.38340251034428      , 35.38340251034428      , 0.00    , 6000 , 6000 , 3
POLAK4     , 1.0464029452042218e-12 , 1.0464029452042218e-12 , 0.00    , 1.0619966233592089e-09 , 1.0619966233592089e-09 , 0.00    , 91   , 91   , 0
POLAK5     , 50.00000185704198      , 50.00000185704198      , 0.00    , 1.0514396464600395e-08 , 1.0514396464600395e-08 , 0.00    , 221  , 221  , 0
POLAK6     , 0.0                    , 0.0                    , 0.00    , 0.0                    , 0.0                    , 0.00    , 2500 , 2500 , 3
PORTFL1    , 0.02048627467571856    , 0.02048627467571856    , 0.00    , 6.896730776655354e-24  , 6.896730776655354e-24  , 0.00    , 590  , 590  , 0
PORTFL2    , 0.029689239853496228   , 0.029689239853496228   , 0.00    , 1.963841223876566e-23  , 1.963841223876566e-23  , 0.00    , 482  , 482  , 0
PORTFL3    , 0.032749709342919556   , 0.032749709342919556   , 0.00    , 1.1102230246251565e-16 , 1.1102230246251565e-16 , 0.00    , 608  , 608  , 0
PORTFL4    , 0.026306950934774496   , 0.026306950934774496   , 0.00    , 8.617170601441278e-23  , 8.617170601441278e-23  , 0.00    , 509  , 509  , 0
PORTFL6    , 0.02579179815375995    , 0.02579179815375995    , 0.00    , 4.3267716076655915e-09 , 4.3267716076655915e-09 , 0.00    , 517  , 517  , 0
POWELLBS   , 0.0                    , 0.0                    , 0.00    , 6.528252331078344e-17  , 6.528252331078344e-17  , 0.00    , 223  , 223  , 0
POWELLBSLS , 0.013862884415376104   , 0.013862884415376104   , 0.00    , 0.0                    , 0.0                    , 0.00    , 39   , 39   , 0
POWELLSE   , 0.0                    , 0.0                    , 0.00    , 8.593934603639937e-13  , 8.593934603639937e-13  , 0.00    , 79   , 79   , 0
POWELLSQ   , 0.0                    , 0.0                    , 0.00    , 5.16745778613073e-08   , 5.16745778613073e-08   , 0.00    , 1000 , 1000 , 3
PSPDOC     , 2.4142135528727406     , 2.4142135528727406     , 0.00    , 1.3446441404774134e-08 , 1.3446441404774134e-08 , 0.00    , 289  , 289  , 0
PT         , 0.1783942254303165     , 0.1783942254303165     , 0.00    , 0.0                    , 0.0                    , 0.00    , 9    , 9    , 0
QC         , -1060.8552344686261    , -1060.8552344686261    , -0.00   , 3.469446951953614e-18  , 3.469446951953614e-18  , 0.00    , 74   , 74   , 0
QCNEW      , -806.5218543888329     , -806.5218543888329     , -0.00   , 0.0                    , 0.0                    , 0.00    , 40   , 40   , 0
RAT42      , 0.0                    , 0.0                    , 0.00    , 1.4056861590851497     , 1.4056861590851497     , 0.00    , 130  , 130  , 0
RAT42LS    , 436.12590755906604     , 436.12590755906604     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
RAT43      , 0.0                    , 0.0                    , 0.00    , 44.50658873254321      , 44.50658873254321      , 0.00    , 133  , 133  , 0
RAT43LS    , 1076461.5963733331     , 1076461.5963733331     , 0.00    , 0.0                    , 0.0                    , 0.00    , 108  , 108  , 0
RECIPE     , 0.0                    , 0.0                    , 0.00    , 4.67160976445029e-13   , 4.67160976445029e-13   , 0.00    , 58   , 58   , 0
RES        , 0.0                    , 0.0                    , 0.00    , 9.2459e-15             , 9.2459e-15             , 0.00    , 81   , 81   , 0
RK23       , 0.08333333419174745    , 0.08333333419174745    , 0.00    , 3.902116518794685e-09  , 3.902116518794685e-09  , 0.00    , 193  , 193  , 0
ROBOT      , 5.462841228149146      , 5.462841228149146      , 0.00    , 1.0925704785336166e-12 , 1.0925704785336166e-12 , 0.00    , 535  , 535  , 0
ROSENBR    , 0.023671603917145376   , 0.023671603917145376   , 0.00    , 0.0                    , 0.0                    , 0.00    , 1000 , 1000 , 3
ROSENBRTU  , 0.8433245168607838     , 0.8433245168607838     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1000 , 1000 , 3
ROSENMMX   , -0.998907700384006     , -0.998907700384006     , -0.00   , 0.0                    , 0.0                    , 0.00    , 2500 , 2500 , 3
ROSZMAN1   , 0.0                    , 0.0                    , 0.00    , 0.00888433166743352    , 0.00888433166743352    , 0.00    , 69   , 69   , 0
ROSZMAN1LS , 0.41512040528979666    , 0.41512040528979666    , 0.00    , 0.0                    , 0.0                    , 0.00    , 51   , 51   , 0
RSNBRNE    , 0.0                    , 0.0                    , 0.00    , 7.650102773482104e-11  , 7.650102773482104e-11  , 0.00    , 35   , 35   , 0
S268       , 2.2139807428320637     , 2.2139807428320637     , 0.00    , 0.0                    , 0.0                    , 0.00    , 2500 , 2500 , 3
S277-280   , 5.076190464000009      , 5.076190464000009      , 0.00    , 4.440892098500626e-16  , 4.440892098500626e-16  , 0.00    , 18   , 18   , 0
S308       , 0.7731990564935545     , 0.7731990564935545     , 0.00    , 0.0                    , 0.0                    , 0.00    , 54   , 54   , 0
S316-322   , 334.3145739470576      , 334.3145739470576      , 0.00    , 7.497877911182753e-09  , 7.497877911182753e-09  , 0.00    , 73   , 73   , 0
S365       , 2.677576711495538e-47  , 2.677576711495538e-47  , 0.00    , 2.791701907839698e-08  , 2.791701907839698e-08  , 0.00    , 106  , 106  , 0
S365MOD    , 0.030112242107272882   , 0.030112242107272882   , 0.00    , 0.3264712066910137     , 0.3264712066910137     , 0.00    , 280  , 280  , 0
S368       , -0.9999999999994998    , -0.9999999999994998    , -0.00   , 0.0                    , 0.0                    , 0.00    , 164  , 164  , 0
SIM2BQP    , 0.0                    , 0.0                    , 0.00    , 0.0                    , 0.0                    , 0.00    , 6    , 6    , 0
SIMBQP     , 1.3438991662011304e-14 , 1.3438991662011304e-14 , 0.00    , 3.3881317890172016e-26 , 3.3881317890172016e-26 , 0.00    , 54   , 54   , 0
SIMPLLPA   , 1.0                    , 1.0                    , 0.00    , 0.0                    , 0.0                    , 0.00    , 10   , 10   , 0
SIMPLLPB   , 1.1                    , 1.1                    , 0.00    , 0.0                    , 0.0                    , 0.00    , 10   , 10   , 0
SINEVAL    , 3.2647123588530964     , 3.2647123588530964     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1000 , 1000 , 3
SINVALNE   , 0.0                    , 0.0                    , 0.00    , 3.490104628134213e-17  , 3.490104628134213e-17  , 0.00    , 47   , 47   , 0
SIPOW1     , -1.0                   , -1.0                   , -0.00   , 0.0                    , 0.0                    , 0.00    , 12   , 12   , 0
SIPOW1M    , -1.0000012427663338    , -1.0000012427663338    , -0.00   , 9.550077395559242e-09  , 9.550077395559242e-09  , 0.00    , 14   , 14   , 0
SIPOW2     , -1.0000000000572606    , -1.0000000000572606    , -0.00   , 5.726064067346215e-11  , 5.726064067346215e-11  , 0.00    , 19   , 19   , 0
SIPOW2M    , -1.0000049350243543    , -1.0000049350243543    , -0.00   , 0.0                    , 0.0                    , 0.00    , 12   , 12   , 0
SIPOW3     , 0.5346586469505029     , 0.5346586469505029     , 0.00    , 0.0                    , 0.0                    , 0.00    , 84   , 84   , 0
SIPOW4     , 0.2723619987436327     , 0.2723619987436327     , 0.00    , 2.7755575615628914e-17 , 2.7755575615628914e-17 , 0.00    , 19   , 19   , 0
SISSER     , 6.441637708678534e-25  , 6.441637708678534e-25  , 0.00    , 0.0                    , 0.0                    , 0.00    , 46   , 46   , 0
SNAIL      , 12.471594860861538     , 12.471594860861538     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1000 , 1000 , 3
SNAKE      , -0.0002476431675960226 , -0.0002476431675960226 , -0.00   , 1.2383349687035763e-08 , 1.2383349687035763e-08 , 0.00    , 20   , 20   , 0
SPECAN     , 0.0039237972095049626  , 0.0039237972095049626  , 0.00    , 0.0                    , 0.0                    , 0.00    , 4500 , 4500 , 3
SPIRAL     , 0.10584524024726766    , 0.10584524024726766    , 0.00    , 5.068222347315378e-09  , 5.068222347315378e-09  , 0.00    , 1500 , 1500 , 3
SSI        , 0.033284982807277104   , 0.033284982807277104   , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
SSINE      , 0.0                    , 0.0                    , 0.00    , 0.021347340220382406   , 0.021347340220382406   , 0.00    , 1500 , 1500 , 3
STANCMIN   , 4.250000000210743      , 4.250000000210743      , 0.00    , 0.0                    , 0.0                    , 0.00    , 20   , 20   , 0
STRATEC    , 2490.761190691184      , 2490.761190691184      , 0.00    , 0.0                    , 0.0                    , 0.00    , 5000 , 5000 , 3
STREG      , 9.999999995363072e+19  , 9.999999995363072e+19  , 0.00    , 0.0                    , 0.0                    , 0.00    , 2000 , 2000 , 3
SUPERSIM   , 0.666666666666667      , 0.666666666666667      , 0.00    , 4.440892098500626e-16  , 4.440892098500626e-16  , 0.00    , 9    , 9    , 0
SYNTHES1   , 0.7592843899078733     , 0.7592843899078733     , 0.00    , 1.5805184461629874e-09 , 1.5805184461629874e-09 , 0.00    , 111  , 111  , 0
SYNTHES2   , -0.5544053305120915    , -0.5544053305120915    , -0.00   , 0.0                    , 0.0                    , 0.00    , 80   , 80   , 0
SYNTHES3   , 15.082190858604376     , 15.082190858604376     , 0.00    , 1.7763568394002505e-15 , 1.7763568394002505e-15 , 0.00    , 313  , 313  , 0
TAME       , 0.0                    , 0.0                    , 0.00    , 2.220446049250313e-16  , 2.220446049250313e-16  , 0.00    , 26   , 26   , 0
TENBARS1   , -30.27643654696821     , -30.27643654696821     , -0.00   , 1.971241986244479      , 1.971241986244479      , 0.00    , 9000 , 9000 , 3
TENBARS2   , -30.27643654696821     , -30.27643654696821     , -0.00   , 1.971241986244479      , 1.971241986244479      , 0.00    , 9000 , 9000 , 3
TENBARS3   , -30.27643654696821     , -30.27643654696821     , -0.00   , 1.971241986244479      , 1.971241986244479      , 0.00    , 9000 , 9000 , 3
TENBARS4   , -30.27643654696821     , -30.27643654696821     , -0.00   , 1.971241986244479      , 1.971241986244479      , 0.00    , 9000 , 9000 , 3
TFI1       , 5.334687277792823      , 5.334687277792823      , 0.00    , 6.445452171988109e-09  , 6.445452171988109e-09  , 0.00    , 102  , 102  , 0
TFI2       , 0.6490311069639091     , 0.6490311069639091     , 0.00    , 0.0                    , 0.0                    , 0.00    , 20   , 20   , 0
TFI3       , 4.301460324843021      , 4.301460324843021      , 0.00    , 4.440892098500626e-16  , 4.440892098500626e-16  , 0.00    , 15   , 15   , 0
THURBER    , 0.0                    , 0.0                    , 0.00    , 25.841769135611926     , 25.841769135611926     , 0.00    , 564  , 564  , 0
THURBERLS  , 987328.4838581729      , 987328.4838581729      , 0.00    , 0.0                    , 0.0                    , 0.00    , 3500 , 3500 , 3
TRIGGER    , 0.0                    , 0.0                    , 0.00    , 2.2196773986182805e-05 , 2.2196773986182805e-05 , 0.00    , 3000 , 3000 , 3
TRUSPYR1   , 7.454658583092079      , 7.454658583092079      , 0.00    , 0.1881985762808833     , 0.1881985762808833     , 0.00    , 5500 , 5500 , 3
TRUSPYR2   , 6.753418297288706      , 6.753418297288706      , 0.00    , 0.09168702114595399    , 0.09168702114595399    , 0.00    , 5500 , 5500 , 3
TRY-B      , 3.11913289067379e-14   , 3.11913289067379e-14   , 0.00    , 1.9994006450474444e-12 , 1.9994006450474444e-12 , 0.00    , 65   , 65   , 0
TWOBARS    , 1.5086524132762278     , 1.5086524132762278     , 0.00    , 2.951234812030176e-09  , 2.951234812030176e-09  , 0.00    , 64   , 64   , 0
VARDIMNE   , 0.0                    , 0.0                    , 0.00    , 7.194245199571014e-14  , 7.194245199571014e-14  , 0.00    , 73   , 73   , 0
VESUVIA    , 0.0                    , 0.0                    , 0.00    , 5.962644060006011      , 5.962644060006011      , 0.00    , 85   , 85   , 0
VESUVIALS  , 3339.6088704845483     , 3339.6088704845483     , 0.00    , 0.0                    , 0.0                    , 0.00    , 89   , 89   , 0
VESUVIO    , 0.0                    , 0.0                    , 0.00    , 4.911922067299593      , 4.911922067299593      , 0.00    , 949  , 949  , 0
VESUVIOLS  , 1670.5690849716018     , 1670.5690849716018     , 0.00    , 0.0                    , 0.0                    , 0.00    , 90   , 90   , 0
VESUVIOU   , 0.0                    , 0.0                    , 0.00    , 0.10794024944868219    , 0.10794024944868219    , 0.00    , 556  , 556  , 0
VESUVIOULS , 0.8125893016985668     , 0.8125893016985668     , 0.00    , 0.0                    , 0.0                    , 0.00    , 84   , 84   , 0
VIBRBEAM   , 883.0536358071324      , 883.0536358071324      , 0.00    , 0.0                    , 0.0                    , 0.00    , 84   , 84   , 0
WACHBIEG   , -0.3660254041058419    , -0.3660254041058419    , -0.00   , 0.433012702052921      , 0.433012702052921      , 0.00    , 19   , 19   , 0
WATSON     , 0.0019153769553988131  , 0.0019153769553988131  , 0.00    , 0.0                    , 0.0                    , 0.00    , 6000 , 6000 , 3
WATSONNE   , 0.0                    , 0.0                    , 0.00    , 1.3069017312794529e-08 , 1.3069017312794529e-08 , 0.00    , 80   , 80   , 0
WEEDS      , 3594.8319670977385     , 3594.8319670977385     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
WOMFLET    , -9.340380260941673e-23 , -9.340380260941673e-23 , -0.00   , 4.014742031637235e-12  , 4.014742031637235e-12  , 0.00    , 89   , 89   , 0
YFIT       , 172.24970628060524     , 172.24970628060524     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
YFITNE     , 0.0                    , 0.0                    , 0.00    , 4.066709813344005e-07  , 4.066709813344005e-07  , 0.00    , 121  , 121  , 0
YFITU      , 172.24970628060524     , 172.24970628060524     , 0.00    , 0.0                    , 0.0                    , 0.00    , 1500 , 1500 , 3
ZANGWIL2   , -18.200000009100002    , -18.200000009100002    , -0.00   , 0.0                    , 0.0                    , 0.00    , 34   , 34   , 0
ZANGWIL3   , 0.0                    , 0.0                    , 0.00    , 5.0182080713057076e-14 , 5.0182080713057076e-14 , 0.00    , 13   , 13   , 0
ZECEVIC2   , -4.124999999999986     , -4.124999999999986     , -0.00   , 0.0                    , 0.0                    , 0.00    , 43   , 43   , 0
ZECEVIC3   , 97.30945013022745      , 97.30945013022745      , 0.00    , 1.874998600825961e-09  , 1.874998600825961e-09  , 0.00    , 64   , 64   , 0
ZECEVIC4   , 7.557507768853459      , 7.557507768853459      , 0.00    , 6.079403647163417e-11  , 6.079403647163417e-11  , 0.00    , 47   , 47   , 0
ZY2        , 2.0000000000023004     , 2.0000000000023004     , 0.00    , 0.0                    , 0.0                    , 0.00    , 18   , 18   , 0
